kingdom	phylum	class	order	family	genus	MeanRelAbund	niche_breadth	category	colorcode
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans	-1.453393797	4.714354483	generalist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	-4.339352049	1	specialist	Other
Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	unclassified_Fimbriimonadaceae	-4.499136995	1	specialist	Other
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	-5.234616699	1	specialist	Other
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	-4.965771386	1	specialist	Other
Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	uncultured	-2.903822769	1.34646499	specialist	Other
Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	-4.360610118	1	specialist	Other
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	-4.477654747	1	specialist	Other
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	uncultured	-4.051357463	3.481927711	generalist	Other
Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	unclassified_uncultured	-2.891017219	3.394008961	generalist	Other
Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	uncultured Merismopedia sp.	uncultured Merismopedia sp.	-4.757495444	1	specialist	Other
Bacteria	Chloroflexi	Dehalococcoidia	GIF9	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	-1.872307658	4.035730226	generalist	Other
Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	bacterium YC-ZSS-LKJ63	-4.32860419	1.28	specialist	Other
Archaea	Diapherotrites	Iainarchaeia	Iainarchaeales	uncultured archaeon	uncultured archaeon	-4.219740822	1.194130926	specialist	Other
Bacteria	Bacteroidetes	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	IheB3-7	-4.776111207	1.132743363	specialist	Other
Bacteria	Bacteroidetes	Ignavibacteria	Ignavibacteriales	unclassified_Ignavibacteriales	unclassified_Ignavibacteriales	-4.142191811	1.343116702	specialist	Other
Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	Izimaplasmataceae	uncultured bacterium	-2.628907581	3.911300432	generalist	Other
Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	Izimaplasmataceae	bacterium enrichment culture clone R4-81B	-2.300799934	4.210858798	generalist	Other
Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	uncultured Candidatus Saccharibacteria bacterium	uncultured Candidatus Saccharibacteria bacterium	-4.129142668	1.170120387	specialist	Other
Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	unclassified_JGI 0000069-P22	unclassified_JGI 0000069-P22	-4.222394761	1.30619137	specialist	Other
Bacteria	Kiritimatiellaeota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	MSBL3	-3.674734214	3.445971745	generalist	Other
Bacteria	Bacteroidetes	Ignavibacteria	Kryptoniales	BSV26	metagenome	-4.391613593	1.324324324	specialist	Other
Bacteria	Bacteroidetes	Ignavibacteria	Kryptoniales	BSV26	denitrifying bacterium enrichment culture clone NOA_1_E9	-2.645651586	3.380413848	medium	Other
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	unclassified_Carnobacteriaceae	-3.93110516	1.090721649	specialist	Other
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	-3.6368456	1.105682988	specialist	Other
Bacteria	Verrucomicrobia	Verrucomicrobiae	LD1-PB3	unclassified_LD1-PB3	unclassified_LD1-PB3	-3.454863341	4.158836689	generalist	Other
Bacteria	Chloroflexi	SL56 marine group	marine metagenome	marine metagenome	marine metagenome	-4.491483738	1.28	specialist	Other
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Enteractinococcus	-4.477115687	1	specialist	Other
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	-4.260170803	1	specialist	Other
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	-4.248636358	1	specialist	Other
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Nesterenkonia	-3.784879065	1	specialist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	MidBa8	uncultured Myxococcales bacterium	-3.814042941	1.256505576	specialist	Other
Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Nostoc BDU-40302	-4.227528831	3.453038674	generalist	Other
Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Lenti-02	unclassified_Lenti-02	-3.634309137	3.774193548	generalist	Other
Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Oligosphaeraceae	Z20	-4.439116953	4	generalist	Other
Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Lenti-02	Victivallales bacterium Lenti_02	-4.506604903	4.263157895	generalist	Other
Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Lenti-02	uncultured Verrucomicrobia bacterium	-2.940719051	4.340759467	generalist	Other
Bacteria	Omnitrophicaeota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	-4.549666354	1	specialist	Other
Bacteria	BRC1	Omnitrophica bacterium OLB16	Omnitrophica bacterium OLB16	Omnitrophica bacterium OLB16	Omnitrophica bacterium OLB16	-5.125472229	1	specialist	Other
Bacteria	Omnitrophicaeota	Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_24	Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_24	Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_24	Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_24	-2.678848545	4.05972789	generalist	Other
Bacteria	Bacteroidetes	Ignavibacteria	OPB56	uncultured Desulfuromonadales bacterium	uncultured Desulfuromonadales bacterium	-5.301563488	1	specialist	Other
Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	uncultured	-4.419955748	1	specialist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unclassified_Pasteurellaceae	-4.355438869	1	specialist	Other
Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	unclassified_Pedosphaeraceae	-3.195035467	3.936403286	generalist	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group	Planctomycetes bacterium ADurb.Bin126	-4.101344996	3.773584906	generalist	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	-4.570441804	3.846153846	generalist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	-4.312305438	1	specialist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	-4.268839744	1	specialist	Other
Bacteria	Chloroflexi	Dehalococcoidia	RBG-13-46-9	Chloroflexi bacterium RBG_13_46_9	Chloroflexi bacterium RBG_13_46_9	-3.866500912	3.482993197	generalist	Other
Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade III	unclassified_Clade III	-4.514500317	1	specialist	Other
Bacteria	Chloroflexi	Anaerolineae	SBR1031	unclassified_SBR1031	unclassified_SBR1031	-3.909599463	4.231404959	generalist	Other
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas 3	-4.965771386	1	specialist	Other
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	-4.875594756	1	specialist	Other
Bacteria	Chloroflexi	Anaerolineae	SJA-15	unclassified_SJA-15	unclassified_SJA-15	-3.064089642	4.318083994	generalist	Other
Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	unclassified_Solibacteraceae (Subgroup 3)	-3.967809749	1	specialist	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	S15A-MN91	unclassified_S15A-MN91	-4.499136995	1	specialist	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	unclassified_NS11-12 marine group	-4.43429628	1.11248074	specialist	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	unclassified_Sphingobacteriales	unclassified_Sphingobacteriales	-2.524752025	3.615405751	generalist	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	uncultured Sphingobacteriia bacterium	-1.179499287	3.670472764	generalist	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	unclassified_Lentimicrobiaceae	-2.409876102	4.227239294	generalist	Other
Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	uncultured anaerobic bacterium	-1.481977607	4.503797982	generalist	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	-4.535646694	1	specialist	Other
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	-4.699503497	1	specialist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Sva0485	uncultured prokaryote	uncultured prokaryote	-2.646701555	3.473061264	generalist	Other
Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	JGI-0000079-D21	-2.169793179	4.166508864	generalist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	uncultured	-3.835184183	1	specialist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	uncultured	-4.21457543	1.340425532	specialist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Smithella	-3.493730746	3.797059764	generalist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	unclassified_Syntrophaceae	-3.544522044	3.799040767	generalist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfomonile	-2.197239171	3.942731973	generalist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	-0.610324601	4.400429134	generalist	Other
Bacteria	Chloroflexi	Dehalococcoidia	t0.6.f	uncultured eubacterium t0.6.f	uncultured eubacterium t0.6.f	-4.106109784	4.04587156	generalist	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	uncultured	unclassified_uncultured	-4.19311903	1	specialist	Other
Bacteria	Acetothermia	Acetothermiia	unclassified_Acetothermiia	unclassified_Acetothermiia	unclassified_Acetothermiia	-4.203413809	1.342281879	specialist	Other
Bacteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	-3.746567989	3.47486631	generalist	Other
Bacteria	Bacteroidetes	Bacteroidia	unclassified_Bacteroidia	unclassified_Bacteroidia	unclassified_Bacteroidia	-2.141175781	4.076681581	generalist	Other
Archaea	Crenarchaeota	Bathyarchaeia	unclassified_Bathyarchaeia	unclassified_Bathyarchaeia	unclassified_Bathyarchaeia	-4.7809868	3.571428571	generalist	Other
Bacteria	Bacteroidetes	Ignavibacteria	unclassified_Ignavibacteria	unclassified_Ignavibacteria	unclassified_Ignavibacteria	-4.511877793	1	specialist	Other
Bacteria	Kiritimatiellaeota	Kiritimatiellae	unclassified_Kiritimatiellae	unclassified_Kiritimatiellae	unclassified_Kiritimatiellae	-4.065441839	3.666666667	generalist	Other
Bacteria	Lentisphaerae	unclassified_Lentisphaerae	unclassified_Lentisphaerae	unclassified_Lentisphaerae	unclassified_Lentisphaerae	-4.43992904	3.62962963	generalist	Other
Bacteria	Spirochaetes	MVP-15	unclassified_MVP-15	unclassified_MVP-15	unclassified_MVP-15	-3.684844156	4.435845214	generalist	Other
Bacteria	Omnitrophicaeota	unclassified_Omnitrophicaeota	unclassified_Omnitrophicaeota	unclassified_Omnitrophicaeota	unclassified_Omnitrophicaeota	-2.553293637	3.873003862	generalist	Other
Archaea	Nanoarchaeaeota	Woesearchaeia	unclassified_Woesearchaeia	unclassified_Woesearchaeia	unclassified_Woesearchaeia	-1.725231682	3.733293032	generalist	Other
Bacteria	WOR-1	unclassified_WOR-1	unclassified_WOR-1	unclassified_WOR-1	unclassified_WOR-1	-3.937846525	1	specialist	Other
Bacteria	Chloroflexi	Anaerolineae	uncultured	metagenome	metagenome	-4.211929356	3.657142857	generalist	Other
Archaea	Nanoarchaeaeota	Woesearchaeia	uncultured archaeon CLEAR-15	uncultured archaeon CLEAR-15	uncultured archaeon CLEAR-15	-4.242623625	4	generalist	Other
Archaea	Nanoarchaeaeota	Woesearchaeia	uncultured archaeon CLEAR-24	uncultured archaeon CLEAR-24	uncultured archaeon CLEAR-24	-4.305649421	3.379310345	medium	Other
Archaea	Nanoarchaeaeota	Woesearchaeia	uncultured bacterium	uncultured bacterium	uncultured bacterium	-4.210847797	1	specialist	Other
Bacteria	Omnitrophicaeota	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	-2.33479447	3.615868218	generalist	Other
Bacteria	Patescibacteria	Berkelbacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	-4.061897094	3.787878788	generalist	Other
Bacteria	Acidobacteria	Subgroup 6	uncultured bacterium 213	uncultured bacterium 213	uncultured bacterium 213	-4.745960999	1	specialist	Other
Bacteria	Omnitrophicaeota	uncultured Banisveld landfill bacterium BVC56	uncultured Banisveld landfill bacterium BVC56	uncultured Banisveld landfill bacterium BVC56	uncultured Banisveld landfill bacterium BVC56	-2.54908097	4.422105482	generalist	Other
Archaea	Diapherotrites	Micrarchaeia	uncultured crenarchaeote	uncultured crenarchaeote	uncultured crenarchaeote	-4.696910049	3.6	generalist	Other
Bacteria	Patescibacteria	CPR2	uncultured eubacterium WCHB1-60	uncultured eubacterium WCHB1-60	uncultured eubacterium WCHB1-60	-4.499136995	1	specialist	Other
Archaea	Diapherotrites	Micrarchaeia	uncultured euryarchaeote VAL31-1	uncultured euryarchaeote VAL31-1	uncultured euryarchaeote VAL31-1	-3.425983771	1.144400595	specialist	Other
Archaea	Diapherotrites	Micrarchaeia	uncultured euryarchaeote VAL90	uncultured euryarchaeote VAL90	uncultured euryarchaeote VAL90	-2.67299606	4.178775697	generalist	Other
Bacteria	Patescibacteria	Gracilibacteria	uncultured marine bacterium	uncultured marine bacterium	uncultured marine bacterium	-3.830602849	1.118956255	specialist	Other
Bacteria	Omnitrophicaeota	uncultured soil bacterium PBS-87	uncultured soil bacterium PBS-87	uncultured soil bacterium PBS-87	uncultured soil bacterium PBS-87	-3.155979749	3.92076744	generalist	Other
Bacteria	Omnitrophicaeota	uncultured Verrucomicrobia bacterium	uncultured Verrucomicrobia bacterium	uncultured Verrucomicrobia bacterium	uncultured Verrucomicrobia bacterium	-3.713841309	3.53428317	generalist	Other
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	-3.204794354	3.653641208	generalist	Other
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	GWF2-44-16	Lentisphaerae bacterium GWF2_50_93	-3.729274092	3.486166008	generalist	Other
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	GWF2-44-16	Lentisphaerae bacterium GWF2_44_16	-4.707592354	3.571428571	generalist	Other
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	uncultured organism	-3.100143492	3.710238727	generalist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	-3.918961181	1	specialist	Other
